Brand,Model,Battery_Life_Minutes,Charging_Time_Hours,Dustbin_Capacity_ml,Suction_Power_Pa,Noise_Level_dB,WiFi_Connectivity,App_Control,Voice_Control,Mapping_Technology,Obstacle_Avoidance,HEPA_Filter,Auto_Dock,Runtime_Adjustment,Carpet_Boost,Number_of_Sensors,Weight_kg,Height_cm,Smart_Scheduling,Multi_Floor_Mapping,Mop_Function,Self_Emptying,Price_USD
Neato,Neato X34,137,2.8,660,5727,59,Yes,Yes,Yes,Lidar,Yes,Yes,Yes,No,No,8,3.9,10.5,Yes,No,No,Yes,592
Amarey,Amarey V32 Pro,172,3.1,674,1883,64,Yes,No,No,Camera,Yes,No,Yes,Yes,Yes,6,2.8,8.5,Yes,No,No,No,201
Medion,Medion R99 Pro,114,5.6,655,5797,60,Yes,Yes,Yes,Lidar+Camera,Yes,No,No,Yes,No,9,3.4,10.2,Yes,Yes,No,Yes,1041
Eufy,Eufy X26 Ultra,193,5.7,437,4612,69,Yes,No,Yes,Infrared,Yes,No,No,No,No,13,2.9,10.9,No,No,No,No,226
Lenovo,Lenovo R52 Pro,81,3.1,368,5265,67,Yes,Yes,Yes,Lidar,No,Yes,No,No,No,11,2.6,9.1,Yes,No,Yes,No,833
Lenovo,Lenovo R78 Pro,146,3.3,632,2001,64,No,Yes,No,Camera,Yes,Yes,No,Yes,Yes,17,4.0,9.4,No,No,Yes,Yes,419
Neato,Neato X33 Pro,115,5.6,387,5488,63,Yes,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,7,4.8,9.2,Yes,No,No,No,209
Mamibot,Mamibot R65 Ultra,121,5.2,515,2787,58,Yes,Yes,No,Lidar+Camera,Yes,No,Yes,No,Yes,7,3.0,9.4,Yes,No,No,No,663
Proscenic,Proscenic S10 Ultra,161,3.7,426,1599,70,Yes,No,No,Lidar+Camera,No,Yes,Yes,No,No,9,4.0,9.6,Yes,Yes,Yes,No,918
Neato,Neato R16 Max,100,5.6,477,4785,70,Yes,No,No,Camera,Yes,Yes,No,Yes,Yes,12,4.8,9.9,No,Yes,No,Yes,260
Trifo,Trifo R71 Max,100,3.1,609,5859,55,No,Yes,Yes,Lidar+Camera,No,Yes,No,No,No,8,3.9,8.7,No,Yes,Yes,No,1024
Dyson,Dyson R80 Max,198,5.0,695,5036,68,No,No,Yes,Lidar,Yes,Yes,Yes,Yes,No,16,4.7,10.2,Yes,No,No,Yes,1060
Hobot,Hobot X89 Pro,114,5.5,394,5102,64,Yes,Yes,Yes,Lidar,Yes,No,Yes,No,Yes,17,2.9,8.9,No,No,No,No,619
Ecovacs,Ecovacs R11 Ultra,180,5.9,621,4556,58,Yes,Yes,No,Lidar+Camera,No,No,No,No,No,9,3.9,7.5,No,Yes,Yes,Yes,196
Lefant,Lefant S42 Pro,126,3.2,474,5669,57,No,Yes,No,Lidar+Camera,Yes,Yes,No,Yes,Yes,16,3.8,10.5,Yes,No,Yes,No,1199
ILIFE,ILIFE R23 Max,161,4.6,601,2134,64,No,No,Yes,Lidar+Camera,No,Yes,Yes,Yes,Yes,8,5.2,8.3,No,No,Yes,Yes,933
Proscenic,Proscenic X10 Max,168,4.9,540,3288,60,Yes,No,Yes,Infrared,Yes,Yes,No,Yes,No,20,2.7,9.2,Yes,Yes,No,No,705
Roborock,Roborock V67 Max,111,3.5,582,3204,62,No,Yes,No,Camera,No,Yes,No,No,No,8,5.5,8.5,Yes,Yes,No,Yes,1057
Xiaomi,Xiaomi X23 Pro,157,4.7,690,3099,67,No,No,No,Lidar,Yes,Yes,No,No,No,14,3.0,7.7,No,Yes,No,No,1008
Mamibot,Mamibot X79 Max,123,5.7,589,4184,57,No,No,No,Lidar+Camera,No,No,No,No,Yes,13,4.5,7.9,No,No,No,No,857
LG,LG V74,83,4.7,594,5144,58,Yes,No,No,Infrared,Yes,No,No,Yes,Yes,9,5.3,8.8,Yes,No,Yes,Yes,381
Neato,Neato R53 Pro,183,3.3,521,3031,66,No,No,No,Lidar,Yes,No,No,No,No,6,3.5,9.9,No,Yes,No,Yes,442
Lefant,Lefant S37 Max,148,4.5,613,3889,58,No,Yes,No,Camera,No,No,Yes,No,No,13,2.9,7.9,Yes,No,Yes,Yes,870
Yeedi,Yeedi V62 Ultra,62,5.4,398,5012,63,No,No,No,Lidar,No,Yes,No,Yes,Yes,17,3.5,7.8,Yes,No,No,No,719
Tesvor,Tesvor X63,93,3.7,695,5363,68,No,No,Yes,Infrared,No,Yes,No,No,Yes,17,2.9,7.1,No,No,Yes,Yes,404
Panasonic,Panasonic S37,157,5.3,403,2836,64,Yes,No,Yes,Camera,Yes,Yes,Yes,Yes,No,7,4.4,8.7,No,No,No,Yes,414
LG,LG X59,130,4.8,577,2316,68,Yes,No,Yes,Infrared,No,Yes,No,No,Yes,14,3.4,7.8,No,Yes,Yes,Yes,850
Shark,Shark R22 Ultra,114,5.1,597,2054,65,No,No,Yes,Infrared,Yes,Yes,No,No,Yes,18,4.4,9.7,No,Yes,Yes,No,356
Shark,Shark S41 Max,171,5.9,636,4243,63,No,Yes,Yes,Infrared,Yes,No,Yes,No,Yes,16,3.3,9.9,Yes,No,No,No,906
LG,LG V17 Pro,155,3.9,453,4366,65,Yes,No,Yes,Camera,Yes,No,No,Yes,No,18,3.0,9.0,No,No,No,Yes,587
Xiaomi,Xiaomi X85 Ultra,116,5.8,682,3512,57,No,Yes,Yes,Lidar+Camera,No,Yes,Yes,Yes,No,20,3.3,10.9,Yes,Yes,No,No,1068
Viomi,Viomi V9 Max,65,3.7,587,4666,59,Yes,No,Yes,Camera,No,No,Yes,No,No,8,3.0,7.9,No,Yes,No,No,718
TCL,TCL X20 Pro,108,4.2,394,5005,62,Yes,No,Yes,Lidar+Camera,Yes,No,No,Yes,No,19,4.9,7.7,No,Yes,Yes,Yes,397
Neato,Neato V34 Max,150,3.1,565,2253,61,No,No,No,Camera,Yes,Yes,Yes,No,No,14,2.5,9.3,Yes,Yes,No,No,1172
Eufy,Eufy X12,79,2.5,498,4980,64,No,Yes,Yes,Lidar+Camera,Yes,No,Yes,No,Yes,10,5.5,7.9,Yes,No,Yes,No,815
ILIFE,ILIFE X21 Max,100,3.7,525,3235,63,No,Yes,No,Camera,No,No,No,No,No,19,5.5,10.9,No,No,No,No,187
Narwal,Narwal R38 Pro,115,3.9,548,2251,68,No,No,No,Lidar+Camera,Yes,No,No,No,No,16,5.1,8.9,No,Yes,No,No,440
iRobot,iRobot R24,129,4.3,371,4467,65,No,Yes,No,Camera,Yes,No,Yes,Yes,No,16,3.9,8.7,Yes,Yes,No,No,156
ILIFE,ILIFE X46 Ultra,184,5.1,422,2793,57,No,No,Yes,Lidar+Camera,No,No,Yes,Yes,No,14,3.7,8.7,No,Yes,No,Yes,325
Miele,Miele V49 Max,88,3.7,527,3268,64,No,No,No,Camera,No,Yes,Yes,No,Yes,19,2.9,9.2,Yes,No,No,Yes,908
Xiaomi,Xiaomi V50 Pro,121,4.0,572,1732,66,No,Yes,No,Camera,No,Yes,No,Yes,No,15,3.5,10.8,No,No,No,No,1137
Dyson,Dyson R40 Max,186,4.8,661,3871,65,Yes,No,Yes,Infrared,Yes,Yes,Yes,No,Yes,16,2.7,9.4,Yes,Yes,No,Yes,922
Haier,Haier S69,95,5.7,640,3222,56,Yes,Yes,No,Camera,No,Yes,No,No,Yes,17,4.7,10.5,Yes,Yes,No,No,657
Ultenic,Ultenic S70 Max,62,5.4,548,3323,61,Yes,No,Yes,Camera,No,No,Yes,Yes,Yes,20,2.6,9.0,No,No,Yes,Yes,1000
Tesvor,Tesvor R25 Max,80,5.0,458,3275,56,Yes,Yes,Yes,Infrared,No,No,No,Yes,Yes,20,5.1,9.9,No,Yes,No,No,1062
Bissell,Bissell X14 Max,135,3.8,410,1633,55,No,No,No,Lidar,Yes,No,Yes,Yes,No,6,3.9,10.2,Yes,No,No,No,480
Panasonic,Panasonic R63 Ultra,126,3.1,646,3152,70,Yes,No,No,Lidar,No,Yes,No,Yes,Yes,12,3.7,9.6,Yes,No,Yes,Yes,381
Proscenic,Proscenic X79 Ultra,88,4.5,532,5443,57,No,No,Yes,Infrared,Yes,No,No,No,Yes,15,4.5,9.0,No,No,Yes,No,807
iRobot,iRobot S88 Max,123,2.5,368,5763,55,No,Yes,Yes,Infrared,Yes,Yes,Yes,Yes,No,20,5.3,7.6,Yes,Yes,No,Yes,960
Dyson,Dyson R95 Pro,63,3.8,624,5162,59,Yes,No,Yes,Lidar,Yes,Yes,Yes,No,No,10,5.4,9.7,No,No,No,No,429
Yeedi,Yeedi R48 Ultra,68,4.1,424,1871,58,Yes,No,Yes,Lidar,No,Yes,No,Yes,No,8,3.9,8.5,Yes,Yes,Yes,No,1190
LG,LG R58 Pro,151,3.5,593,2173,66,Yes,No,No,Camera,Yes,Yes,Yes,Yes,Yes,13,2.9,7.0,No,Yes,Yes,No,306
Bissell,Bissell S94 Pro,161,4.9,502,2843,68,Yes,Yes,Yes,Lidar+Camera,No,No,Yes,Yes,Yes,17,4.5,9.0,Yes,No,Yes,No,191
Narwal,Narwal R73,149,3.3,677,5580,67,No,No,No,Infrared,No,Yes,Yes,No,No,14,5.3,7.8,No,Yes,No,No,438
Rowenta,Rowenta S73 Ultra,70,3.7,645,1596,70,Yes,No,No,Camera,No,No,No,Yes,No,18,2.8,8.9,Yes,No,Yes,No,528
Tesvor,Tesvor S71 Pro,129,5.5,631,4729,62,No,Yes,No,Lidar+Camera,No,No,Yes,No,Yes,12,4.8,8.6,No,Yes,Yes,Yes,515
Hobot,Hobot V27 Pro,105,5.0,392,4848,70,No,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,13,3.0,9.8,Yes,Yes,Yes,No,817
Dreame,Dreame X46 Pro,120,5.3,368,4833,59,Yes,No,Yes,Lidar,No,No,No,Yes,No,15,3.5,7.2,Yes,Yes,Yes,No,747
Samsung,Samsung X34 Ultra,79,5.0,476,2106,60,Yes,No,No,Infrared,No,No,Yes,Yes,Yes,18,5.4,11.0,No,Yes,No,No,1108
Dyson,Dyson S14 Pro,190,4.1,368,3686,61,Yes,Yes,No,Lidar,No,No,No,Yes,Yes,13,4.7,7.0,No,Yes,Yes,Yes,502
Puppyoo,Puppyoo V50 Pro,130,5.4,570,5322,65,Yes,No,Yes,Lidar,Yes,Yes,Yes,Yes,Yes,8,3.9,9.1,No,Yes,Yes,No,424
TCL,TCL R89 Ultra,85,4.0,514,3847,69,No,Yes,Yes,Lidar+Camera,No,No,Yes,Yes,Yes,13,2.9,8.0,No,Yes,No,Yes,321
Yeedi,Yeedi X41 Ultra,167,4.6,409,3169,67,Yes,No,Yes,Lidar,No,Yes,Yes,No,Yes,13,4.0,9.3,Yes,Yes,No,No,593
Honiture,Honiture S17 Max,79,3.2,438,2459,55,No,Yes,No,Camera,No,No,No,No,No,11,4.1,8.8,No,No,No,No,688
Viomi,Viomi V82 Pro,61,5.6,680,3756,57,No,Yes,Yes,Lidar+Camera,No,Yes,No,No,Yes,12,5.1,7.8,Yes,Yes,Yes,Yes,562
Tesvor,Tesvor X60 Pro,140,2.6,564,1917,69,No,Yes,Yes,Infrared,No,Yes,No,Yes,No,11,2.7,7.7,Yes,No,No,No,619
Viomi,Viomi R94 Pro,103,3.4,432,2417,70,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,No,Yes,16,4.7,8.7,Yes,No,No,No,951
Tesvor,Tesvor S86 Max,170,2.9,351,3484,67,No,Yes,No,Infrared,Yes,Yes,Yes,No,Yes,8,3.5,8.1,No,Yes,Yes,Yes,288
Proscenic,Proscenic S30 Pro,85,3.1,375,3534,61,No,Yes,No,Camera,Yes,No,No,Yes,No,18,4.5,7.3,No,Yes,No,No,969
Cecotec,Cecotec X72 Max,189,3.0,406,5287,65,Yes,No,No,Infrared,No,No,No,No,Yes,12,5.4,8.1,Yes,No,No,No,521
Roborock,Roborock R65 Ultra,104,3.9,556,5920,56,Yes,Yes,Yes,Infrared,No,Yes,Yes,No,No,16,5.4,9.9,No,No,Yes,Yes,441
Proscenic,Proscenic R15 Max,129,4.2,444,4281,68,Yes,Yes,No,Lidar+Camera,No,No,Yes,Yes,Yes,11,5.0,10.4,Yes,Yes,No,Yes,817
Shark,Shark X41 Ultra,167,4.6,368,5051,56,Yes,No,Yes,Infrared,No,Yes,Yes,Yes,Yes,17,4.3,9.5,Yes,Yes,No,No,161
Amarey,Amarey V23,146,3.8,488,5799,65,Yes,No,No,Infrared,Yes,Yes,No,No,Yes,17,5.4,9.6,Yes,Yes,No,No,905
Amarey,Amarey X33,127,3.8,511,3887,64,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,No,14,5.1,8.9,Yes,Yes,No,Yes,648
Mamibot,Mamibot X50,177,5.3,382,5531,62,No,Yes,Yes,Infrared,No,Yes,No,Yes,No,11,3.0,10.2,No,No,No,No,419
Lenovo,Lenovo X70 Max,188,3.6,457,4826,69,No,No,No,Lidar+Camera,Yes,No,Yes,Yes,No,15,3.5,7.3,Yes,Yes,Yes,Yes,638
Panasonic,Panasonic X47 Pro,103,3.2,481,4806,67,Yes,Yes,No,Lidar+Camera,Yes,No,No,Yes,Yes,20,4.7,9.3,Yes,Yes,No,No,194
Puppyoo,Puppyoo S22 Max,89,2.7,613,3353,61,No,Yes,No,Infrared,Yes,No,No,Yes,Yes,12,5.4,7.2,Yes,Yes,Yes,Yes,876
Neabot,Neabot R91,100,4.2,644,1906,69,No,No,Yes,Lidar+Camera,Yes,Yes,Yes,No,Yes,20,3.4,8.8,No,No,Yes,No,273
Viomi,Viomi R63,69,5.5,383,5754,67,Yes,No,No,Lidar,Yes,No,Yes,Yes,No,11,4.7,8.7,Yes,No,No,Yes,1200
Ultenic,Ultenic S79 Ultra,185,5.2,644,5530,60,Yes,No,Yes,Lidar,No,No,No,Yes,No,14,4.6,8.9,Yes,No,Yes,Yes,199
Dreame,Dreame X40 Ultra,155,5.1,530,3954,64,No,Yes,No,Lidar,Yes,Yes,Yes,Yes,No,20,4.1,8.4,Yes,Yes,No,Yes,467
Samsung,Samsung S80,65,4.4,485,3711,64,Yes,No,No,Infrared,No,No,No,No,Yes,9,2.6,8.9,No,No,Yes,Yes,1164
Ultenic,Ultenic V11,107,4.2,552,1611,68,No,Yes,Yes,Lidar,No,No,Yes,No,No,8,3.4,8.4,No,No,Yes,Yes,296
Puppyoo,Puppyoo V60 Max,193,3.1,406,3626,64,No,Yes,Yes,Infrared,Yes,Yes,Yes,Yes,Yes,17,5.2,10.1,No,No,No,No,1044
Honiture,Honiture X27 Pro,154,3.4,568,4755,68,Yes,Yes,No,Lidar,Yes,No,Yes,Yes,Yes,13,3.3,9.4,No,Yes,No,No,762
Shark,Shark X48,85,3.2,386,4868,62,Yes,Yes,Yes,Lidar,No,Yes,Yes,No,Yes,16,4.7,9.6,Yes,No,No,No,512
Hobot,Hobot S52,68,3.5,574,4332,62,No,No,No,Camera,No,No,Yes,Yes,Yes,6,3.9,8.3,Yes,No,Yes,Yes,503
Neabot,Neabot X51,135,3.6,423,1574,60,No,No,No,Camera,Yes,No,No,No,No,9,2.8,9.4,No,No,Yes,Yes,1199
Haier,Haier X91 Ultra,100,5.3,567,1528,64,No,No,Yes,Lidar+Camera,No,Yes,No,Yes,No,10,4.0,9.7,Yes,No,Yes,No,1052
Yeedi,Yeedi X70,156,3.9,618,5835,67,No,Yes,Yes,Lidar,Yes,No,No,No,No,19,5.4,10.5,No,Yes,Yes,Yes,703
Amarey,Amarey R18 Pro,134,5.9,516,2364,60,No,Yes,Yes,Infrared,No,No,Yes,Yes,No,14,3.8,8.6,Yes,No,No,No,807
Xiaomi,Xiaomi V99 Ultra,122,5.8,574,5005,56,No,No,No,Lidar,No,Yes,Yes,No,No,17,3.9,10.1,No,Yes,No,Yes,407
Amarey,Amarey V32 Max,82,2.9,400,5987,70,No,Yes,No,Lidar,No,No,No,Yes,Yes,14,4.2,10.5,No,No,No,No,979
Bissell,Bissell V79,81,5.1,699,4725,68,No,Yes,Yes,Lidar,No,No,No,Yes,Yes,19,4.5,7.8,No,Yes,Yes,Yes,219
ILIFE,ILIFE R7,186,3.9,621,3249,68,No,No,Yes,Infrared,Yes,Yes,Yes,No,Yes,17,3.1,8.2,No,No,Yes,Yes,955
Amarey,Amarey S13 Max,137,5.9,366,4457,67,Yes,Yes,No,Camera,No,No,No,No,No,11,2.8,9.7,No,Yes,No,No,361
Dyson,Dyson V20 Ultra,189,3.9,662,4794,55,No,No,Yes,Camera,Yes,No,Yes,No,Yes,18,5.3,10.8,Yes,No,Yes,No,510
Trifo,Trifo R74 Pro,61,5.9,655,4696,68,No,Yes,Yes,Camera,No,No,No,No,Yes,14,5.0,10.1,Yes,Yes,Yes,Yes,1093
Neabot,Neabot S14 Pro,200,3.7,580,4932,70,No,Yes,Yes,Lidar+Camera,Yes,No,Yes,No,No,9,5.4,7.3,Yes,No,No,No,728
Rowenta,Rowenta R84 Max,176,5.7,382,5562,70,No,Yes,Yes,Lidar,Yes,Yes,Yes,Yes,Yes,8,2.8,7.7,Yes,No,Yes,No,1071
ILIFE,ILIFE V82 Max,96,4.2,455,5479,68,Yes,No,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,19,2.9,7.6,No,No,No,No,698
Yeedi,Yeedi V33 Max,103,5.4,534,5331,65,No,Yes,No,Lidar,No,Yes,Yes,No,Yes,18,3.0,9.3,No,No,Yes,Yes,650
Medion,Medion X75 Ultra,66,2.9,643,2614,56,Yes,Yes,No,Camera,Yes,No,No,No,No,18,4.7,9.2,Yes,Yes,Yes,Yes,893
Lefant,Lefant S14 Pro,106,3.1,504,5978,63,Yes,No,No,Camera,Yes,Yes,Yes,Yes,Yes,18,3.1,10.9,Yes,No,No,No,495
Ecovacs,Ecovacs X49,173,3.2,622,3758,62,No,Yes,No,Lidar+Camera,Yes,No,No,No,Yes,19,2.8,8.4,No,No,Yes,Yes,1091
Cecotec,Cecotec X59 Ultra,86,5.2,522,3590,68,Yes,Yes,Yes,Lidar+Camera,No,Yes,Yes,No,No,6,4.9,7.3,Yes,Yes,No,No,744
Hobot,Hobot S84 Pro,197,4.8,499,5122,67,Yes,Yes,No,Infrared,Yes,No,Yes,No,No,16,5.4,10.1,No,Yes,No,No,292
Samsung,Samsung R30 Max,103,5.2,546,3524,67,Yes,No,Yes,Lidar,Yes,Yes,Yes,Yes,No,13,3.5,7.4,No,Yes,No,No,607
Dreame,Dreame X53 Max,104,2.8,504,4049,65,No,No,No,Lidar+Camera,No,No,No,Yes,No,7,3.9,9.8,Yes,Yes,No,No,1195
Lefant,Lefant R71 Ultra,101,2.8,676,5464,57,Yes,No,No,Lidar+Camera,Yes,No,No,No,Yes,11,4.4,9.8,No,Yes,No,No,923
Neato,Neato S77 Pro,75,5.7,591,4284,64,Yes,Yes,Yes,Camera,No,No,No,No,Yes,12,4.0,9.2,No,No,No,Yes,873
Amarey,Amarey X24,177,3.0,369,3919,63,No,No,No,Camera,No,No,Yes,No,No,11,3.6,8.0,Yes,No,Yes,No,1094
Kyvol,Kyvol R86 Max,64,4.5,523,3177,56,No,No,Yes,Infrared,Yes,No,No,No,No,10,3.5,8.8,Yes,No,No,Yes,354
Medion,Medion V12,154,4.3,363,3484,62,No,Yes,No,Lidar,Yes,No,Yes,No,Yes,11,4.8,10.0,Yes,No,No,Yes,917
TCL,TCL R66,145,4.5,466,3528,66,No,No,No,Lidar,Yes,No,No,No,No,9,2.9,9.9,No,No,Yes,No,736
Haier,Haier V73 Ultra,67,5.2,466,2579,56,Yes,No,No,Lidar+Camera,Yes,No,No,Yes,Yes,7,3.0,10.8,No,No,Yes,Yes,761
Narwal,Narwal V98 Ultra,137,5.7,407,2776,62,No,Yes,Yes,Infrared,No,Yes,Yes,No,Yes,15,4.3,10.6,Yes,No,Yes,Yes,625
Roborock,Roborock R40 Pro,165,5.5,371,5117,59,Yes,Yes,No,Infrared,No,Yes,No,Yes,No,7,3.2,10.3,No,No,Yes,Yes,1006
Lenovo,Lenovo X55,109,3.2,695,2893,55,Yes,Yes,No,Lidar,No,Yes,No,No,Yes,6,5.4,7.3,Yes,No,Yes,No,328
Viomi,Viomi V74 Ultra,84,5.2,652,4152,59,No,No,No,Lidar+Camera,Yes,Yes,Yes,No,Yes,7,4.0,10.4,No,Yes,No,No,201
Lenovo,Lenovo V97 Pro,143,2.5,612,5646,59,Yes,No,No,Lidar+Camera,No,No,Yes,Yes,Yes,6,3.4,10.4,No,Yes,Yes,Yes,1110
Roborock,Roborock S89,195,5.8,404,1872,64,Yes,Yes,Yes,Infrared,No,No,Yes,Yes,No,17,3.8,7.6,Yes,Yes,No,Yes,183
Yeedi,Yeedi X43,90,5.4,413,2346,68,Yes,Yes,No,Lidar,No,No,Yes,Yes,No,15,4.6,7.3,Yes,No,No,No,185
Xiaomi,Xiaomi X61,105,3.4,386,3004,68,No,No,Yes,Lidar+Camera,Yes,Yes,No,No,Yes,19,3.7,8.2,No,No,Yes,No,830
Rowenta,Rowenta R37 Ultra,123,4.1,469,5636,61,No,Yes,No,Camera,Yes,No,Yes,Yes,No,7,5.4,7.3,No,Yes,Yes,Yes,1182
Tesvor,Tesvor R85 Max,114,4.7,658,5614,55,No,Yes,Yes,Camera,Yes,No,No,No,Yes,11,4.9,9.4,No,Yes,No,Yes,753
Medion,Medion S52 Pro,141,5.8,511,5896,59,Yes,Yes,Yes,Camera,No,No,Yes,No,No,17,4.8,10.6,No,Yes,No,No,806
LG,LG S5 Ultra,124,4.8,503,5714,60,Yes,No,Yes,Infrared,Yes,Yes,Yes,No,No,20,4.5,8.8,No,No,Yes,No,587
Hobot,Hobot R72 Pro,137,5.4,618,2233,67,Yes,No,Yes,Camera,No,No,No,Yes,Yes,9,5.1,8.3,Yes,Yes,No,Yes,1144
Neabot,Neabot S78 Pro,156,3.3,391,2234,63,Yes,Yes,No,Lidar+Camera,No,Yes,No,Yes,No,10,4.4,10.7,Yes,Yes,No,Yes,992
Viomi,Viomi R10 Pro,161,4.4,416,4581,70,No,Yes,Yes,Camera,No,No,Yes,No,No,16,3.6,10.2,No,Yes,Yes,No,926
Yeedi,Yeedi X32 Ultra,73,4.0,441,2264,60,No,Yes,Yes,Lidar+Camera,No,No,Yes,No,No,17,4.0,8.0,Yes,No,No,No,751
LG,LG X74,131,6.0,482,3627,61,Yes,No,Yes,Infrared,No,No,No,No,No,8,3.2,7.2,Yes,Yes,No,No,813
Zigma,Zigma V7 Ultra,103,3.2,638,4565,55,Yes,No,No,Lidar,Yes,Yes,No,Yes,Yes,13,3.7,9.2,No,Yes,No,Yes,852
Puppyoo,Puppyoo V75,82,3.2,358,3299,63,Yes,No,No,Camera,No,No,No,No,No,15,2.8,10.8,Yes,No,Yes,Yes,337
Kyvol,Kyvol V11 Max,141,3.4,535,3447,60,Yes,Yes,Yes,Infrared,Yes,No,Yes,Yes,No,11,3.4,8.9,No,No,No,Yes,538
Miele,Miele R78 Pro,185,3.0,553,2684,64,Yes,Yes,Yes,Lidar+Camera,No,No,No,Yes,No,11,4.6,9.7,Yes,No,No,Yes,610
LG,LG S86 Ultra,129,3.5,681,4835,69,No,Yes,No,Infrared,No,No,Yes,Yes,No,8,4.8,8.8,No,No,Yes,No,474
Yeedi,Yeedi S66 Pro,107,4.7,361,3134,60,Yes,No,Yes,Lidar+Camera,Yes,Yes,Yes,No,No,6,5.0,10.7,Yes,Yes,Yes,No,849
Panasonic,Panasonic R87 Pro,170,3.4,440,3722,70,No,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,8,3.0,10.0,Yes,Yes,No,No,617
Haier,Haier V51,80,5.5,671,3191,66,No,Yes,No,Lidar,Yes,No,Yes,Yes,Yes,17,3.7,10.6,No,Yes,No,Yes,277
Xiaomi,Xiaomi S84 Max,78,4.9,570,4952,62,Yes,Yes,Yes,Camera,Yes,No,Yes,Yes,Yes,11,3.5,8.5,No,Yes,No,No,691
Narwal,Narwal X56 Pro,95,5.9,497,1568,64,Yes,No,Yes,Camera,No,No,No,Yes,Yes,9,5.1,10.4,Yes,No,No,No,300
Xiaomi,Xiaomi R85 Ultra,166,2.9,534,5871,60,No,Yes,No,Camera,Yes,No,No,Yes,No,12,5.4,7.6,No,No,Yes,No,368
Cecotec,Cecotec R29 Ultra,172,4.6,673,3136,65,No,Yes,Yes,Lidar,Yes,Yes,Yes,Yes,Yes,8,5.1,10.1,Yes,No,No,Yes,862
Viomi,Viomi R62 Pro,175,4.2,457,2517,57,Yes,No,No,Lidar+Camera,Yes,Yes,No,No,No,19,3.2,8.8,Yes,No,No,No,634
Tesvor,Tesvor R60 Ultra,167,5.0,439,5124,63,Yes,No,Yes,Lidar+Camera,No,No,Yes,No,Yes,13,3.3,7.5,No,No,Yes,Yes,571
Ultenic,Ultenic S58 Ultra,142,4.7,433,2564,65,No,No,Yes,Lidar+Camera,Yes,Yes,No,No,No,6,2.9,7.0,No,No,Yes,No,1161
Shark,Shark V89 Ultra,92,5.2,417,5025,70,Yes,Yes,No,Infrared,No,Yes,No,Yes,No,9,3.1,10.3,Yes,Yes,No,Yes,1024
Eufy,Eufy X39 Pro,81,3.9,641,3858,65,No,No,Yes,Infrared,No,Yes,No,No,Yes,10,4.2,7.9,No,Yes,Yes,Yes,776
Yeedi,Yeedi R35 Pro,136,4.1,387,5177,70,Yes,No,Yes,Lidar,No,Yes,Yes,No,Yes,11,3.8,7.2,No,No,No,Yes,453
Trifo,Trifo X70 Ultra,159,5.7,432,4939,63,Yes,Yes,Yes,Infrared,Yes,No,No,Yes,Yes,19,3.7,8.9,No,No,No,No,609
Puppyoo,Puppyoo V96 Ultra,109,4.1,629,3689,67,No,No,No,Lidar+Camera,No,No,Yes,Yes,No,8,5.3,10.3,No,No,Yes,Yes,884
Yeedi,Yeedi R86 Ultra,155,5.0,379,5040,66,No,Yes,No,Camera,No,Yes,No,Yes,No,6,3.0,9.8,Yes,Yes,No,Yes,861
Narwal,Narwal S21 Ultra,158,2.7,460,1986,67,Yes,Yes,No,Infrared,Yes,Yes,Yes,No,Yes,9,5.2,8.4,No,Yes,Yes,No,1098
Bissell,Bissell V68 Ultra,65,5.2,413,4609,64,No,Yes,No,Infrared,No,Yes,Yes,No,Yes,6,5.4,8.9,No,Yes,No,No,1186
Trifo,Trifo X21 Max,132,3.5,656,4633,66,Yes,No,Yes,Lidar+Camera,No,Yes,Yes,No,No,17,5.1,9.8,Yes,No,No,Yes,556
Yeedi,Yeedi X21 Pro,80,3.4,391,5567,58,Yes,Yes,Yes,Camera,Yes,Yes,No,Yes,Yes,20,4.5,7.6,Yes,No,Yes,No,676
Trifo,Trifo R80 Ultra,104,3.2,493,4670,60,Yes,Yes,Yes,Lidar,No,No,Yes,Yes,Yes,8,3.8,7.7,No,Yes,No,No,849
Proscenic,Proscenic X43 Max,161,4.6,573,5160,59,Yes,No,No,Lidar,No,Yes,Yes,No,Yes,20,3.6,8.8,No,No,Yes,Yes,375
Ultenic,Ultenic X68,74,3.2,474,2329,66,Yes,No,Yes,Lidar,No,No,No,No,Yes,17,4.0,8.4,No,Yes,No,Yes,1006
Viomi,Viomi V91,156,4.4,404,5584,60,No,No,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,16,4.3,7.6,No,No,No,Yes,261
Narwal,Narwal X38 Ultra,199,5.6,523,4676,55,No,Yes,No,Lidar,Yes,Yes,No,No,No,20,5.0,7.3,Yes,Yes,Yes,Yes,852
Miele,Miele R62,147,5.4,407,5023,67,No,Yes,Yes,Lidar+Camera,No,Yes,Yes,No,Yes,10,2.7,7.9,No,No,Yes,Yes,333
Dyson,Dyson S73 Ultra,126,5.1,671,3679,57,No,Yes,No,Infrared,Yes,No,No,No,Yes,14,5.1,10.2,Yes,Yes,Yes,Yes,833
